"GeneID"	"Symbol"	"description"
"55181"	"SMG8"	"SMG8, nonsense mediated mRNA decay factor"
"54065"	"SMIM11A"	"small integral membrane protein 11A"
"113444"	"SMIM12"	"small integral membrane protein 12"
"57150"	"SMIM8"	"small integral membrane protein 8"
"10285"	"SMNDC1"	"survival motor neuron domain containing 1"
"6609"	"SMPD1"	"sphingomyelin phosphodiesterase 1"
"55627"	"SMPD4"	"sphingomyelin phosphodiesterase 4"
"55234"	"SMU1"	"DNA replication regulator and spliceosomal factor"
"23583"	"SMUG1"	"single-strand-selective monofunctional uracil-DNA glycosylase 1"
"8773"	"SNAP23"	"synaptosome associated protein 23"
"9342"	"SNAP29"	"synaptosome associated protein 29"
"116841"	"SNAP47"	"synaptosome associated protein 47"
"6619"	"SNAPC3"	"small nuclear RNA activating complex polypeptide 3"
"10302"	"SNAPC5"	"small nuclear RNA activating complex polypeptide 5"
"23557"	"SNAPIN"	"SNAP associated protein"
"27044"	"SND1"	"staphylococcal nuclease and tudor domain containing 1"
"11267"	"SNF8"	"SNF8, ESCRT-II complex subunit"
"23020"	"SNRNP200"	"small nuclear ribonucleoprotein U5 subunit 200"
"79622"	"SNRNP25"	"small nuclear ribonucleoprotein U11/U12 subunit 25"
"11017"	"SNRNP27"	"small nuclear ribonucleoprotein U4/U6.U5 subunit 27"
"11066"	"SNRNP35"	"small nuclear ribonucleoprotein U11/U12 subunit 35"
"9410"	"SNRNP40"	"small nuclear ribonucleoprotein U5 subunit 40"
"154007"	"SNRNP48"	"small nuclear ribonucleoprotein U11/U12 subunit 48"
"6625"	"SNRNP70"	"small nuclear ribonucleoprotein U1 subunit 70"
"6626"	"SNRPA"	"small nuclear ribonucleoprotein polypeptide A"
"6628"	"SNRPB"	"small nuclear ribonucleoprotein polypeptides B and B1"
"6629"	"SNRPB2"	"small nuclear ribonucleoprotein polypeptide B2"
"6631"	"SNRPC"	"small nuclear ribonucleoprotein polypeptide C"
"6632"	"SNRPD1"	"small nuclear ribonucleoprotein D1 polypeptide"
"6633"	"SNRPD2"	"small nuclear ribonucleoprotein D2 polypeptide"
"6634"	"SNRPD3"	"small nuclear ribonucleoprotein D3 polypeptide"
"6637"	"SNRPG"	"small nuclear ribonucleoprotein polypeptide G"
"10073"	"SNUPN"	"snurportin 1"
"22938"	"SNW1"	"SNW domain containing 1"
"29934"	"SNX12"	"sorting nexin 12"
"23161"	"SNX13"	"sorting nexin 13"
"9784"	"SNX17"	"sorting nexin 17"
"112574"	"SNX18"	"sorting nexin 18"
"399979"	"SNX19"	"sorting nexin 19"
"6643"	"SNX2"	"sorting nexin 2"
"83891"	"SNX25"	"sorting nexin 25"
"8724"	"SNX3"	"sorting nexin 3"
"8723"	"SNX4"	"sorting nexin 4"
"27131"	"SNX5"	"sorting nexin 5"
"58533"	"SNX6"	"sorting nexin 6"
"51429"	"SNX9"	"sorting nexin 9"
"122809"	"SOCS4"	"suppressor of cytokine signaling 4"
"9306"	"SOCS6"	"suppressor of cytokine signaling 6"
"6647"	"SOD1"	"superoxide dismutase 1"
"6651"	"SON"	"SON DNA binding protein"
"9552"	"SPAG7"	"sperm associated antigen 7"
"9043"	"SPAG9"	"sperm associated antigen 9"
"9825"	"SPATA2"	"spermatogenesis associated 2"
"79029"	"SPATA5L1"	"spermatogenesis associated 5 like 1"
"28972"	"SPCS1"	"signal peptidase complex subunit 1"
"60559"	"SPCS3"	"signal peptidase complex subunit 3"
"23384"	"SPECC1L"	"sperm antigen with calponin homology and coiled-coil domains 1 like"
"23013"	"SPEN"	"spen family transcriptional repressor"
"80208"	"SPG11"	"SPG11, spatacsin vesicle trafficking associated"
"51324"	"SPG21"	"SPG21, maspardin"
"6687"	"SPG7"	"SPG7, paraplegin matrix AAA peptidase subunit"
"10638"	"SPHAR"	"S-phase response (cyclin related)"
"83985"	"SPNS1"	"sphingolipid transporter 1 (putative)"
"8405"	"SPOP"	"speckle type BTB/POZ protein"
"56928"	"SPPL2B"	"signal peptide peptidase like 2B"
"121665"	"SPPL3"	"signal peptide peptidase like 3"
"84926"	"SPRYD3"	"SPRY domain containing 3"
"57213"	"SPRYD7"	"SPRY domain containing 7"
"90864"	"SPSB3"	"splA/ryanodine receptor domain and SOCS box containing 3"
"171546"	"SPTSSA"	"serine palmitoyltransferase small subunit A"
"144108"	"SPTY2D1"	"SPT2 chromatin protein domain containing 1"
"10011"	"SRA1"	"steroid receptor RNA activator 1"
"79644"	"SRD5A3"	"steroid 5 alpha-reductase 3"
"6721"	"SREBF2"	"sterol regulatory element binding transcription factor 2"
"285672"	"SREK1IP1"	"SREK1 interacting protein 1"
"6723"	"SRM"	"spermidine synthase"
"6727"	"SRP14"	"signal recognition particle 14"
"6728"	"SRP19"	"signal recognition particle 19"
"6729"	"SRP54"	"signal recognition particle 54"
"6730"	"SRP68"	"signal recognition particle 68"
"6731"	"SRP72"	"signal recognition particle 72"
"6726"	"SRP9"	"signal recognition particle 9"
"6734"	"SRPRA"	"SRP receptor alpha subunit"
"58477"	"SRPRB"	"SRP receptor beta subunit"
"63826"	"SRR"	"serine racemase"
"402055"	"SRRD"	"SRR1 domain containing"
"10250"	"SRRM1"	"serine and arginine repetitive matrix 1"
"6426"	"SRSF1"	"serine and arginine rich splicing factor 1"
"10772"	"SRSF10"	"serine and arginine rich splicing factor 10"
"9295"	"SRSF11"	"serine and arginine rich splicing factor 11"
"6427"	"SRSF2"	"serine and arginine rich splicing factor 2"
"6428"	"SRSF3"	"serine and arginine rich splicing factor 3"
"6429"	"SRSF4"	"serine and arginine rich splicing factor 4"
"6432"	"SRSF7"	"serine and arginine rich splicing factor 7"
"10929"	"SRSF8"	"serine and arginine rich splicing factor 8"
"51188"	"SS18L2"	"SS18 like 2"
"6741"	"SSB"	"Sjogren syndrome antigen B"
"6742"	"SSBP1"	"single stranded DNA binding protein 1"
"8636"	"SSNA1"	"SS nuclear autoantigen 1"
"6745"	"SSR1"	"signal sequence receptor subunit 1"
"6746"	"SSR2"	"signal sequence receptor subunit 2"
"6747"	"SSR3"	"signal sequence receptor subunit 3"
"6749"	"SSRP1"	"structure specific recognition protein 1"
"10534"	"SSSCA1"	"Sjogren syndrome/scleroderma autoantigen 1"
"29101"	"SSU72"	"SSU72 homolog, RNA polymerase II CTD phosphatase"
"6483"	"ST3GAL2"	"ST3 beta-galactoside alpha-2,3-sialyltransferase 2"
"30815"	"ST6GALNAC6"	"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6"
"7982"	"ST7"	"suppression of tumorigenicity 7"
"8027"	"STAM"	"signal transducing adaptor molecule"
"10254"	"STAM2"	"signal transducing adaptor molecule 2"
"10617"	"STAMBP"	"STAM binding protein"
"10948"	"STARD3"	"StAR related lipid transfer domain containing 3"
"56910"	"STARD7"	"StAR related lipid transfer domain containing 7"
"6774"	"STAT3"	"signal transducer and activator of transcription 3"
"6780"	"STAU1"	"staufen double-stranded RNA binding protein 1"
"27067"	"STAU2"	"staufen double-stranded RNA binding protein 2"
"6786"	"STIM1"	"stromal interaction molecule 1"
"10963"	"STIP1"	"stress induced phosphoprotein 1"
"6794"	"STK11"	"serine/threonine kinase 11"
"8576"	"STK16"	"serine/threonine kinase 16"
"2040"	"STOM"	"stomatin"
"9399"	"STOML1"	"stomatin like 1"
"30968"	"STOML2"	"stomatin like 2"
"11171"	"STRAP"	"serine/threonine kinase receptor associated protein"
"85369"	"STRIP1"	"striatin interacting protein 1"
"29966"	"STRN3"	"striatin 3"
"3703"	"STT3A"	"STT3A, catalytic subunit of the oligosaccharyltransferase complex"
"201595"	"STT3B"	"STT3B, catalytic subunit of the oligosaccharyltransferase complex"
"10273"	"STUB1"	"STIP1 homology and U-box containing protein 1"
"8677"	"STX10"	"syntaxin 10"
"55014"	"STX17"	"syntaxin 17"
"6810"	"STX4"	"syntaxin 4"
"6811"	"STX5"	"syntaxin 5"
"9482"	"STX8"	"syntaxin 8"
"6814"	"STXBP3"	"syntaxin binding protein 3"
"51657"	"STYXL1"	"serine/threonine/tyrosine interacting like 1"
"10923"	"SUB1"	"SUB1 homolog, transcriptional regulator"
"8803"	"SUCLA2"	"succinate-CoA ligase ADP-forming beta subunit"
"8802"	"SUCLG1"	"succinate-CoA ligase alpha subunit"
"8801"	"SUCLG2"	"succinate-CoA ligase GDP-forming beta subunit"
"57794"	"SUGP1"	"SURP and G-patch domain containing 1"
"10910"	"SUGT1"	"SGT1 homolog, MIS12 kinetochore complex assembly cochaperone"
"7341"	"SUMO1"	"small ubiquitin-like modifier 1"
"6612"	"SUMO3"	"small ubiquitin-like modifier 3"
"25777"	"SUN2"	"Sad1 and UNC84 domain containing 2"
"6827"	"SUPT4H1"	"SPT4 homolog, DSIF elongation factor subunit"
"6829"	"SUPT5H"	"SPT5 homolog, DSIF elongation factor subunit"
"6830"	"SUPT6H"	"SPT6 homolog, histone chaperone"
"9913"	"SUPT7L"	"SPT7 like, STAGA complex gamma subunit"
"6832"	"SUPV3L1"	"Suv3 like RNA helicase"
"6834"	"SURF1"	"SURF1, cytochrome c oxidase assembly factor"
"6836"	"SURF4"	"surfeit 4"
"6838"	"SURF6"	"surfeit 6"
"51111"	"KMT5B"	"lysine methyltransferase 5B"
"23512"	"SUZ12"	"SUZ12 polycomb repressive complex 2 subunit"
"94056"	"SYAP1"	"synapse associated protein 1"
"25949"	"SYF2"	"SYF2 pre-mRNA splicing factor"
"8189"	"SYMPK"	"symplekin"
"10492"	"SYNCRIP"	"synaptotagmin binding cytoplasmic RNA interacting protein"
"55333"	"SYNJ2BP"	"synaptojanin 2 binding protein"
"100529257"	"SYNJ2BP-COX16"	"SYNJ2BP-COX16 readthrough"
"6856"	"SYPL1"	"synaptophysin like 1"
"90196"	"SYS1"	"SYS1, golgi trafficking protein"
"84447"	"SYVN1"	"synoviolin 1"
"26099"	"SZRD1"	"SUZ RNA binding domain containing 1"
"10454"	"TAB1"	"TGF-beta activated kinase 1 (MAP3K7) binding protein 1"
"23118"	"TAB2"	"TGF-beta activated kinase 1/MAP3K7 binding protein 2"
"51204"	"TACO1"	"translational activator of cytochrome c oxidase I"
"117143"	"TADA1"	"transcriptional adaptor 1"
"10474"	"TADA3"	"transcriptional adaptor 3"
"6881"	"TAF10"	"TATA-box binding protein associated factor 10"
"6882"	"TAF11"	"TATA-box binding protein associated factor 11"
"6883"	"TAF12"	"TATA-box binding protein associated factor 12"
"6884"	"TAF13"	"TATA-box binding protein associated factor 13"
"8148"	"TAF15"	"TATA-box binding protein associated factor 15"
"79101"	"TAF1D"	"TATA-box binding protein associated factor, RNA polymerase I subunit D"
"6874"	"TAF4"	"TATA-box binding protein associated factor 4"
"27097"	"TAF5L"	"TATA-box binding protein associated factor 5 like"
"129685"	"TAF8"	"TATA-box binding protein associated factor 8"
"6880"	"TAF9"	"TATA-box binding protein associated factor 9"
"6888"	"TALDO1"	"transaldolase 1"
"132001"	"TAMM41"	"TAM41 mitochondrial translocator assembly and maintenance homolog"
"128989"	"TANGO2"	"transport and golgi organization 2 homolog"
"79613"	"TANGO6"	"transport and golgi organization 6 homolog"
"10010"	"TANK"	"TRAF family member associated NFKB activator"
"9344"	"TAOK2"	"TAO kinase 2"
"6892"	"TAPBP"	"TAP binding protein"
"202018"	"TAPT1"	"transmembrane anterior posterior transformation 1"
"23435"	"TARDBP"	"TAR DNA binding protein"
"6897"	"TARS"	"threonyl-tRNA synthetase"
"83940"	"TATDN1"	"TatD DNase domain containing 1"
"9797"	"TATDN2"	"TatD DNase domain containing 2"
"8887"	"TAX1BP1"	"Tax1 binding protein 1"
"6901"	"TAZ"	"tafazzin"
"23216"	"TBC1D1"	"TBC1 domain family member 1"
"57533"	"TBC1D14"	"TBC1 domain family member 14"
"64786"	"TBC1D15"	"TBC1 domain family member 15"
"128637"	"TBC1D20"	"TBC1 domain family member 20"
"25771"	"TBC1D22A"	"TBC1 domain family member 22A"
"55773"	"TBC1D23"	"TBC1 domain family member 23"
"51256"	"TBC1D7"	"TBC1 domain family member 7"
"23061"	"TBC1D9B"	"TBC1 domain family member 9B"
"6902"	"TBCA"	"tubulin folding cofactor A"
"1155"	"TBCB"	"tubulin folding cofactor B"
"6903"	"TBCC"	"tubulin folding cofactor C"
"55171"	"TBCCD1"	"TBCC domain containing 1"
"6904"	"TBCD"	"tubulin folding cofactor D"
"6905"	"TBCE"	"tubulin folding cofactor E"
"29110"	"TBK1"	"TANK binding kinase 1"
"84897"	"TBRG1"	"transforming growth factor beta regulator 1"
"9238"	"TBRG4"	"transforming growth factor beta regulator 4"
"285343"	"TCAIM"	"T-cell activation inhibitor, mitochondrial"
"127428"	"TCEANC2"	"transcription elongation factor A N-terminal and central domain containing 2"
"6921"	"ELOC"	"elongin C"
"6923"	"ELOB"	"elongin B"
"6924"	"ELOA"	"elongin A"
"10915"	"TCERG1"	"transcription elongation regulator 1"
"6938"	"TCF12"	"transcription factor 12"
"6942"	"TCF20"	"transcription factor 20"
"22980"	"TCF25"	"transcription factor 25"
"6950"	"TCP1"	"t-complex 1"
"26123"	"TCTN3"	"tectonic family member 3"
"51567"	"TDP2"	"tyrosyl-DNA phosphodiesterase 2"
"81550"	"TDRD3"	"tudor domain containing 3"
"9524"	"TECR"	"trans-2,3-enoyl-CoA reductase"
"7008"	"TEF"	"TEF, PAR bZIP transcription factor"
"79736"	"TEFM"	"transcription elongation factor, mitochondrial"
"9894"	"TELO2"	"telomere maintenance 2"
"7014"	"TERF2"	"telomeric repeat binding factor 2"
"54386"	"TERF2IP"	"TERF2 interacting protein"
"55852"	"TEX2"	"testis expressed 2"
"113419"	"TEX261"	"testis expressed 261"
"51368"	"TEX264"	"testis expressed 264"
"7019"	"TFAM"	"transcription factor A, mitochondrial"
"51106"	"TFB1M"	"transcription factor B1, mitochondrial"
"64216"	"TFB2M"	"transcription factor B2, mitochondrial"
"7024"	"TFCP2"	"transcription factor CP2"
"7027"	"TFDP1"	"transcription factor Dp-1"
"7030"	"TFE3"	"transcription factor binding to IGHM enhancer 3"
"10342"	"TFG"	"TRK-fused gene"
"24144"	"TFIP11"	"tuftelin interacting protein 11"
"29844"	"TFPT"	"TCF3 fusion partner"
"100527943"	"TGIF2-C20orf24"	"TGIF2-C20orf24 readthrough"
"10618"	"TGOLN2"	"trans-golgi network protein 2"
"63892"	"THADA"	"THADA, armadillo repeat containing"
"90326"	"THAP3"	"THAP domain containing 3"
"51078"	"THAP4"	"THAP domain containing 4"
"168451"	"THAP5"	"THAP domain containing 5"
"80764"	"THAP7"	"THAP domain containing 7"
"8563"	"THOC5"	"THO complex 5"
"80145"	"THOC7"	"THO complex 7"
"7064"	"THOP1"	"thimet oligopeptidase 1"
"9967"	"THRAP3"	"thyroid hormone receptor associated protein 3"
"79178"	"THTPA"	"thiamine triphosphatase"
"25917"	"THUMPD3"	"THUMP domain containing 3"
"29087"	"THYN1"	"thymocyte nuclear protein 1"
"7072"	"TIA1"	"TIA1 cytotoxic granule associated RNA binding protein"
"7073"	"TIAL1"	"TIA1 cytotoxic granule associated RNA binding protein like 1"
"148022"	"TICAM1"	"toll like receptor adaptor molecule 1"
"84948"	"TIGD5"	"tigger transposable element derived 5"
"81789"	"TIGD6"	"tigger transposable element derived 6"
"26519"	"TIMM10"	"translocase of inner mitochondrial membrane 10"
"26515"	"TIMM10B"	"translocase of inner mitochondrial membrane 10B"
"26517"	"TIMM13"	"translocase of inner mitochondrial membrane 13"
"10440"	"TIMM17A"	"translocase of inner mitochondrial membrane 17A"
"10245"	"TIMM17B"	"translocase of inner mitochondrial membrane 17B"
"29090"	"TIMM21"	"translocase of inner mitochondrial membrane 21"
"29928"	"TIMM22"	"translocase of inner mitochondrial membrane 22"
"10469"	"TIMM44"	"translocase of inner mitochondrial membrane 44"
"92609"	"TIMM50"	"translocase of inner mitochondrial membrane 50"
"26521"	"TIMM8B"	"translocase of inner mitochondrial membrane 8 homolog B"
"26520"	"TIMM9"	"translocase of inner mitochondrial membrane 9"
"51300"	"TIMMDC1"	"translocase of inner mitochondrial membrane domain containing 1"
"26277"	"TINF2"	"TERF1 interacting nuclear factor 2"
"261726"	"TIPRL"	"TOR signaling pathway regulator"
"93643"	"TJAP1"	"tight junction associated protein 1"
"7088"	"TLE1"	"transducin like enhancer of split 1"
"9874"	"TLK1"	"tousled like kinase 1"
"83941"	"TM2D1"	"TM2 domain containing 1"
"83877"	"TM2D2"	"TM2 domain containing 2"
"80213"	"TM2D3"	"TM2 domain containing 3"
"10548"	"TM9SF1"	"transmembrane 9 superfamily member 1"
"9375"	"TM9SF2"	"transmembrane 9 superfamily member 2"
"56889"	"TM9SF3"	"transmembrane 9 superfamily member 3"
"9777"	"TM9SF4"	"transmembrane 9 superfamily member 4"
"64114"	"TMBIM1"	"transmembrane BAX inhibitor motif containing 1"
"51643"	"TMBIM4"	"transmembrane BAX inhibitor motif containing 4"
"7009"	"TMBIM6"	"transmembrane BAX inhibitor motif containing 6"
"23023"	"TMCC1"	"transmembrane and coiled-coil domain family 1"
"54499"	"TMCO1"	"transmembrane and coiled-coil domains 1"
"55002"	"TMCO3"	"transmembrane and coiled-coil domains 3"
"11018"	"TMED1"	"transmembrane p24 trafficking protein 1"
"10972"	"TMED10"	"transmembrane p24 trafficking protein 10"
"10959"	"TMED2"	"transmembrane p24 trafficking protein 2"
"222068"	"TMED4"	"transmembrane p24 trafficking protein 4"
"50999"	"TMED5"	"transmembrane p24 trafficking protein 5"
"51014"	"TMED7"	"transmembrane p24 trafficking protein 7"
"100302736"	"TMED7-TICAM2"	"TMED7-TICAM2 readthrough"
"54732"	"TMED9"	"transmembrane p24 trafficking protein 9"
"84336"	"TMEM101"	"transmembrane protein 101"
"54664"	"TMEM106B"	"transmembrane protein 106B"
"79022"	"TMEM106C"	"transmembrane protein 106C"
"11070"	"TMEM115"	"transmembrane protein 115"
"83862"	"TMEM120A"	"transmembrane protein 120A"
"84233"	"TMEM126A"	"transmembrane protein 126A"
"55654"	"TMEM127"	"transmembrane protein 127"
"85013"	"TMEM128"	"transmembrane protein 128"
"92305"	"TMEM129"	"transmembrane protein 129"
"23505"	"TMEM131"	"transmembrane protein 131"
"80194"	"TMEM134"	"transmembrane protein 134"
"85014"	"TMEM141"	"transmembrane protein 141"
"10430"	"TMEM147"	"transmembrane protein 147"
"81853"	"TMEM14B"	"transmembrane protein 14B"
"51522"	"TMEM14C"	"transmembrane protein 14C"
"54929"	"TMEM161A"	"transmembrane protein 161A"
"56900"	"TMEM167B"	"transmembrane protein 167B"
"64418"	"TMEM168"	"transmembrane protein 168"
"80775"	"TMEM177"	"transmembrane protein 177"
"374395"	"TMEM179B"	"transmembrane protein 179B"
"129787"	"TMEM18"	"transmembrane protein 18"
"55751"	"TMEM184C"	"transmembrane protein 184C"
"79134"	"TMEM185B"	"transmembrane protein 185B"
"25880"	"TMEM186"	"transmembrane protein 186"
"8269"	"TMEM187"	"transmembrane protein 187"
"387521"	"TMEM189"	"transmembrane protein 189"
"387522"	"TMEM189-UBE2V1"	"TMEM189-UBE2V1 readthrough"
"55266"	"TMEM19"	"transmembrane protein 19"
"201931"	"TMEM192"	"transmembrane protein 192"
"147007"	"TMEM199"	"transmembrane protein 199"
"94107"	"TMEM203"	"transmembrane protein 203"
"374882"	"TMEM205"	"transmembrane protein 205"
"54867"	"TMEM214"	"transmembrane protein 214"
"124446"	"TMEM219"	"transmembrane protein 219"
"84065"	"TMEM222"	"transmembrane protein 222"
"79064"	"TMEM223"	"transmembrane protein 223"
"29058"	"TMEM230"	"transmembrane protein 230"
"729515"	"TMEM242"	"transmembrane protein 242"
"55069"	"TMEM248"	"transmembrane protein 248"
"26175"	"TMEM251"	"transmembrane protein 251"
"254863"	"TMEM256"	"transmembrane protein 256"
"746"	"TMEM258"	"transmembrane protein 258"
"91304"	"TMEM259"	"transmembrane protein 259"
"55754"	"TMEM30A"	"transmembrane protein 30A"
"55161"	"TMEM33"	"transmembrane protein 33"
"55254"	"TMEM39A"	"transmembrane protein 39A"
"90407"	"TMEM41A"	"transmembrane protein 41A"
"440026"	"TMEM41B"	"transmembrane protein 41B"
"131616"	"TMEM42"	"transmembrane protein 42"
"10329"	"TMEM5"	"transmembrane protein 5"
"23585"	"TMEM50A"	"transmembrane protein 50A"
"757"	"TMEM50B"	"transmembrane protein 50B"
"90809"	"TMEM55B"	"transmembrane protein 55B"
"55219"	"TMEM57"	"transmembrane protein 57"
"9528"	"TMEM59"	"transmembrane protein 59"
"85025"	"TMEM60"	"transmembrane protein 60"
"80021"	"TMEM62"	"transmembrane protein 62"
"55362"	"TMEM63B"	"transmembrane protein 63B"
"169200"	"TMEM64"	"transmembrane protein 64"
"51669"	"SARAF"	"store-operated calcium entry associated regulatory factor"
"51249"	"TMEM69"	"transmembrane protein 69"
"54968"	"TMEM70"	"transmembrane protein 70"
"388730"	"TMEM81"	"transmembrane protein 81"
"25963"	"TMEM87A"	"transmembrane protein 87A"
"252839"	"TMEM9"	"transmembrane protein 9"
"56674"	"TMEM9B"	"TMEM9 domain family member B"
"7110"	"TMF1"	"TATA element modulatory factor 1"
"55217"	"TMLHE"	"trimethyllysine hydroxylase, epsilon"
"7112"	"TMPO"	"thymopoietin"
"83590"	"TMUB1"	"transmembrane and ubiquitin like domain containing 1"
"79089"	"TMUB2"	"transmembrane and ubiquitin like domain containing 2"
"81542"	"TMX1"	"thioredoxin related transmembrane protein 1"
"51075"	"TMX2"	"thioredoxin related transmembrane protein 2"
"56255"	"TMX4"	"thioredoxin related transmembrane protein 4"
"7126"	"TNFAIP1"	"TNF alpha induced protein 1"
"100534012"	"TNFAIP8L2-SCNM1"	"TNFAIP8L2-SCNM1 readthrough"
"10318"	"TNIP1"	"TNFAIP3 interacting protein 1"
"80351"	"TNKS2"	"tankyrase 2"
"3842"	"TNPO1"	"transportin 1"
"23534"	"TNPO3"	"transportin 3"
"27327"	"TNRC6A"	"trinucleotide repeat containing 6A"
"10140"	"TOB1"	"transducer of ERBB2, 1"
"54472"	"TOLLIP"	"toll interacting protein"
"9804"	"TOMM20"	"translocase of outer mitochondrial membrane 20"
"56993"	"TOMM22"	"translocase of outer mitochondrial membrane 22"
"10452"	"TOMM40"	"translocase of outer mitochondrial membrane 40"
"401505"	"TOMM5"	"translocase of outer mitochondrial membrane 5"
"100188893"	"TOMM6"	"translocase of outer mitochondrial membrane 6"
"54543"	"TOMM7"	"translocase of outer mitochondrial membrane 7"
"9868"	"TOMM70"	"translocase of outer mitochondrial membrane 70"
"7150"	"TOP1"	"topoisomerase (DNA) I"
"7155"	"TOP2B"	"topoisomerase (DNA) II beta"
"10210"	"TOPORS"	"TOP1 binding arginine/serine rich protein"
"1861"	"TOR1A"	"torsin family 1 member A"
"163590"	"TOR1AIP2"	"torsin 1A interacting protein 2"
"27348"	"TOR1B"	"torsin family 1 member B"
"64222"	"TOR3A"	"torsin family 3 member A"
"9878"	"TOX4"	"TOX high mobility group box family member 4"
"112858"	"TP53RK"	"TP53 regulating kinase"
"53373"	"TPCN1"	"two pore segment channel 1"
"7165"	"TPD52L2"	"tumor protein D52 like 2"
"91978"	"TPGS1"	"tubulin polyglutamylase complex subunit 1"
"7167"	"TPI1"	"triosephosphate isomerase 1"
"7174"	"TPP2"	"tripeptidyl peptidase 2"
"131601"	"TPRA1"	"transmembrane protein adipocyte associated 1"
"127262"	"TPRG1L"	"tumor protein p63 regulated 1 like"
"51002"	"TPRKB"	"TP53RK binding protein"
"286262"	"TPRN"	"taperin"
"8459"	"TPST2"	"tyrosylprotein sulfotransferase 2"
"29896"	"TRA2A"	"transformer 2 alpha homolog"
"6434"	"TRA2B"	"transformer 2 beta homolog (Drosophila)"
"7189"	"TRAF6"	"TNF receptor associated factor 6"
"84231"	"TRAF7"	"TNF receptor associated factor 7"
"10131"	"TRAP1"	"TNF receptor associated protein 1"
"58485"	"TRAPPC1"	"trafficking protein particle complex 1"
"7109"	"TRAPPC10"	"trafficking protein particle complex 10"
"60684"	"TRAPPC11"	"trafficking protein particle complex 11"
"51112"	"TRAPPC12"	"trafficking protein particle complex 12"
"80006"	"TRAPPC13"	"trafficking protein particle complex 13"
"51693"	"TRAPPC2L"	"trafficking protein particle complex 2 like"
"27095"	"TRAPPC3"	"trafficking protein particle complex 3"
"51399"	"TRAPPC4"	"trafficking protein particle complex 4"
"126003"	"TRAPPC5"	"trafficking protein particle complex 5"
"122553"	"TRAPPC6B"	"trafficking protein particle complex 6B"
"22878"	"TRAPPC8"	"trafficking protein particle complex 8"
"83696"	"TRAPPC9"	"trafficking protein particle complex 9"
"51499"	"TRIAP1"	"TP53 regulated inhibitor of apoptosis 1"
"7726"	"TRIM26"	"tripartite motif containing 26"
"5987"	"TRIM27"	"tripartite motif containing 27"
"10155"	"TRIM28"	"tripartite motif containing 28"
"10612"	"TRIM3"	"tripartite motif containing 3"
"56658"	"TRIM39"	"tripartite motif containing 39"
"202658"	"TRIM39-RPP21"	"TRIM39-RPP21 readthrough"
"90933"	"TRIM41"	"tripartite motif containing 41"
"54765"	"TRIM44"	"tripartite motif containing 44"
"81844"	"TRIM56"	"tripartite motif containing 56"
"201292"	"TRIM65"	"tripartite motif containing 65"
"81603"	"TRIM8"	"tripartite motif containing 8"
"9320"	"TRIP12"	"thyroid hormone receptor interactor 12"
"9325"	"TRIP4"	"thyroid hormone receptor interactor 4"
"55621"	"TRMT1"	"tRNA methyltransferase 1"
"54931"	"TRMT10C"	"tRNA methyltransferase 10C, mitochondrial RNase P subunit"
"51504"	"TRMT112"	"tRNA methyltransferase 11-2 homolog (S. cerevisiae)"
"55039"	"TRMT12"	"tRNA methyltransferase 12 homolog"
"81627"	"TRMT1L"	"tRNA methyltransferase 1 like"
"27037"	"TRMT2A"	"tRNA methyltransferase 2 homolog A"
"54952"	"TRNAU1AP"	"tRNA selenocysteine 1 associated protein 1"
"51095"	"TRNT1"	"tRNA nucleotidyl transferase 1"
"26133"	"TRPC4AP"	"transient receptor potential cation channel subfamily C member 4 associated protein"
"83707"	"TRPT1"	"tRNA phosphotransferase 1"
"26995"	"TRUB2"	"TruB pseudouridine synthase family member 2"
"7249"	"TSC2"	"tuberous sclerosis 2"
"116461"	"TSEN15"	"tRNA splicing endonuclease subunit 15"
"79042"	"TSEN34"	"tRNA splicing endonuclease subunit 34"
"10102"	"TSFM"	"Ts translation elongation factor, mitochondrial"
"7251"	"TSG101"	"tumor susceptibility 101"
"7247"	"TSN"	"translin"
"7257"	"TSNAX"	"translin associated factor X"
"26262"	"TSPAN17"	"tetraspanin 17"
"6302"	"TSPAN31"	"tetraspanin 31"
"7259"	"TSPYL1"	"TSPY like 1"
"55720"	"TSR1"	"TSR1, ribosome maturation factor"
"90121"	"TSR2"	"TSR2, ribosome maturation factor"
"115939"	"TSR3"	"TSR3, acp transferase ribosome maturation factor"
"10078"	"TSSC4"	"tumor suppressing subtransferable candidate 4"
"7264"	"TSTA3"	"tissue specific transplantation antigen P35B"
"158427"	"TSTD2"	"thiosulfate sulfurtransferase like domain containing 2"
"7265"	"TTC1"	"tetratricopeptide repeat domain 1"
"55761"	"TTC17"	"tetratricopeptide repeat domain 17"
"54902"	"TTC19"	"tetratricopeptide repeat domain 19"
"130502"	"TTC32"	"tetratricopeptide repeat domain 32"
"23548"	"TTC33"	"tetratricopeptide repeat domain 33"
"9652"	"TTC37"	"tetratricopeptide repeat domain 37"
"7268"	"TTC4"	"tetratricopeptide repeat domain 4"
"145567"	"TTC7B"	"tetratricopeptide repeat domain 7B"
"283237"	"TTC9C"	"tetratricopeptide repeat domain 9C"
"9675"	"TTI1"	"TELO2 interacting protein 1"
"80185"	"TTI2"	"TELO2 interacting protein 2"
"10376"	"TUBA1B"	"tubulin alpha 1b"
"84790"	"TUBA1C"	"tubulin alpha 1c"
